Food Code,Name,Food Category,Base Value,Sub Group Code,Validation Error,Validation Overridden,Description,Dilution,Max Weight,Comment,Edible Portion,Deleted Food Flag,Water,Estimate,Total nitrogen,Estimate,Nitrogen conversion factor,Estimate,Protein,Estimate,Fat,Estimate,Carbohydrate,Estimate,Energy (kcal),Estimate,Energy (kJ),Estimate,Alcohol,Estimate,Englyst fibre,Estimate,Southgate fibre,Estimate,Starch,Estimate,Total sugars,Estimate,Non-milk extrinsic sugars,Estimate,Intrinsic and milk sugars,Estimate,Glucose,Estimate,Fructose,Estimate,Sucrose,Estimate,Maltose,Estimate,Lactose,Estimate,Other sugars,Estimate,Satd FA,Estimate,Cis-Mon FA,Estimate,Cis-n3 FA,Estimate,Cis-n6 FA,Estimate,Trans FA,Estimate,Cholesterol,Estimate,Retinol,Estimate,Total carotene,Estimate,Alpha-carotene,Estimate,Beta-carotene,Estimate,Beta cryptoxanthin,Estimate,Vitamin A,Estimate,Vitamin D,Estimate,Thiamin,Estimate,Riboflavin,Estimate,Niacin,Estimate,Tryptophan/60,Estimate,Niacin equivalent,Estimate,Vitamin C,Estimate,Vitamin E,Estimate,Vitamin B6,Estimate,Vitamin B12,Estimate,Folate,Estimate,Pantothenic acid,Estimate,Biotin,Estimate,Sodium,Estimate,Potassium,Estimate,Calcium,Estimate,Magnesium,Estimate,Phosphorus,Estimate,Iron,Estimate,Haem iron,Estimate,Non-haem iron,Estimate,Copper,Estimate,Zinc,Estimate,Chloride,Estimate,Iodine,Estimate,Manganese,Estimate,Selenium,Estimate
8170,DREAM TOPPING,F,100,13B,FALSE,FALSE,,1,80,,1,FALSE,71.5,,0.6,,6.38,,3.9,,11.7,,12.2,,166,,694,,0,,0,,0,,2.1,,10.2,,4.7,,5.4,,0,,0,,4.5,,0.2,,5.4,,0,,10.5,,0.04,,0,,0.01,,0.56,,6,,16,,7,,0,Yes,7,Yes,0,Yes,17,,0.01,,0.04,,0.19,,0,,1.1,,1,,1,,0.5,,0.1,,0.5,,4,,0.3,,2,,70,,130,,99,,9,,94,,0.1,,0,,0.1,,0.03,,0.4,,82,,12,,0,,3,
8171,OAT BRAN,F,100,1R,FALSE,FALSE,,1,30,Updated CHO profile 2/2/10 EF,1,FALSE,6.5,,2.8,,5.83,,16.2,,8,,55.8,,346,,1464,,0,,17,Yes,18.5,Yes,55.8,,0,Yes,0,,0,,0,Yes,0,Yes,0,Yes,0,Yes,0,Yes,0,Yes,1.4,,2.91,,0.17,,3.06,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.77,,0.2,,6.5,,0,,6.5,,0,,2.2,,0.2,,0,,52,,1.5,,20,,4,,566,,58,,235,,734,,4.5,,0,,4.5,,0.47,,3.8,,9,Yes,4,,4.3,,45,Yes
8172,RICE PUDDING CHOCOLATE CANNED,R,100,9C,FALSE,FALSE,,1,310,,1,FALSE,76.9,,0.6,,6.23,,3.8,,2.6,,17.4,,103,,439,,0,,0.2,,0.3,,8,,9.4,,5.2,,4.2,,0,,0,,5.2,,0,,4.2,,0,,1.5,,0.75,,0.05,,0.09,,0.07,,9,,16,,11,,2,,10,,0,,17,,0,,0.01,,0.13,,0.2,,0.7,,0.9,,0,,0.2,,0,,0,,1,,0.3,Yes,2,Yes,77,,171,,89,,27,,103,,0.4,,0,,0.4,,0.24,,0.7,,111,,31,Yes,0.11,,5,Yes
8173,"RICE PUDDING WITH FRUIT, CANNED",F,100,9C,FALSE,FALSE,Looked at for Yr 4 RP - data still in line SD 21/06/12,1,310,"Nutrient analysis of yogurts, fromage frais and chilled desserts. C&C 98, samp 24",1,FALSE,74.5,,0.5,,6.38,,3.1,,2.2,,21.6,,113,,480,,0,,0.3,,,,8,,13.6,,9.1,,4.5,,1.4,,1.2,,7.1,,0.1,,3.8,,0,,1.45,,0.5,,0.01,,0.08,,0.04,,2,,21,,0,,0,,0,,0,,21,,0.04,,0.12,,0.14,,0.2,,0.7,,0.8,,0,,0.3,,0,,0,,4,,0.3,,2,,85,,144,,84,,11,,83,,0.2,,0,,0.2,,0.07,,0.4,,161,,22,,0,,2,
8174,"RICE PUDDING, WITH FRUIT, NOT CANNED, PURCHASED",F,100,9C,FALSE,FALSE,,1,310,"Nutrient analysis of yogurts, fromage frais and chilled desserts. C&C 98, samp 24",1,FALSE,74.5,,0.5,,6.38,,3.1,,2.2,,21.6,,113,,480,,0,,0.3,,,,8,,13.6,,9.1,,4.5,,1.4,,1.2,,7.1,,0.1,,3.8,,0,,1.45,,0.5,,0.01,,0.08,,0.04,,2,,21,,0,,0,,0,,0,,21,,0.04,,0.12,,0.14,,0.2,,0.7,,0.8,,0,,0.3,,0,,0,,4,,0.3,,2,,85,,144,,84,,11,,83,,0.2,,0,,0.2,,0.07,,0.4,,161,,22,,0,,2,
8175,TORTELLINI WITH CHEESE,R,100,1D,FALSE,FALSE,,1,400,,1,FALSE,57,,1.2,,5.78,,7,,2.8,,29.4,,164,,694,,0,,2.4,,,,28.7,,0.7,,0,,0.7,,0,,0,,0,,0.5,,0.2,,0,,1.65,,0.6,,0.03,,0.18,,0.1,,8,,31,,20,,0,Yes,20,,0,Yes,35,,0.02,Yes,0,,0.06,,1,,1.8,,2.8,,0,,0.1,,0,,0.2,,7,Yes,0.3,Yes,0,Yes,52,,51,,98,,23,,119,,0.7,,0,,0.7,,0.2,Yes,0.9,,121,Yes,9,Yes,0.33,,7,Yes
8176,CROISSANT WITH SWEET FILLING,F,100,8D,FALSE,FALSE,"RP Yr 1 update based on manufacturers' data (five products, almond/apricot croissants).",1,140,"NDNS RP Yr 1 update GH. Converted to food code. Amended water, macronutrients, energy, sugars, fatty acids, NaCl (April 08). Trans updated by MD Nov09.",1,FALSE,26.7,,1.3,,5.79,,7.4,,19.6,,44.2,,372,,1560,,0,,1.4,,,,28.9,,15.3,,10.7,,4.6,,3.3,,2.9,,6.7,,2.3,,0.2,,0,,10.36,,4.53,,0.18,,1.21,,1.5,,44,,136,,17,,0,,17,,0,,139,,0.08,,0.16,,0.14,,1.3,Yes,1.5,Yes,2.8,,0,,1,,0.1,,0,,40,,0.4,,8,,380,,136,,66,,24,,90,,1.1,,0,,1.1,,0.1,,0.7,,580,,23,,0.38,,8,
8177,HI BRAN BREAD,F,100,3R,FALSE,TRUE,,1,180,,1,FALSE,41,Yes,2.1,,5.83,,12.2,,3.8,,38.2,,226,,959,,0,,6.8,,8.7,Yes,35.2,,3,,0,,3,,2.3,,0,,0.7,,0,,0,,0,,1.06,,0.94,,0.12,,1.38,,0.11,,0,,0,,0,,0,,0,,0,,0,,0,,0.27,,0.09,,2.5,,2.4,,4.9,Yes,0,,0.2,,0.1,,0,,39,,0.6,,6,,550,,230,,133,,76,,200,,3.7,,0,,3.7,,0.26,,1.8,,880,,0,,1.9,,5,Yes
8178,HIBRAN BREAD TOASTED,R,100,3R,FALSE,TRUE,,1,180,,1,FALSE,30.6,Yes,2.5,,6.86,,14.4,,4.5,,44.9,,266,,1128,,0,,8,,10.2,Yes,41.4,,3.5,,0,,3.5,,2.7,,0,,0.8,,0,,0,,0,,1.25,,1.11,,0.14,,1.62,,0.13,,0,,0,,0,,0,,0,,0,,0,,0,,0.27,,0.11,,2.9,,2.8,,5.8,Yes,0,,0.2,,0.1,,0,,46,,0.7,,7,,647,,271,,156,,89,,235,,4.4,,0,,4.4,,0.31,,2.1,,1035,,0,,2.24,,6,Yes
8179,OLD CODE SOFTGRAIN BREAD FORTIFIED WITH FOLATE,F,100,4R,FALSE,TRUE,,1,180,"OLD Code added for NDNS rolling prog pilot study.  14/12/06 NK.

changed food group to 4R GS 05/04/07",1,FALSE,38.8,,1.5,,5.7,,8.5,,1.4,,47.1,,223,,950,,0,,5.2,,7.9,,43.6,,3.5,,0,,3.5,,0.2,,0.3,,0.2,,2.8,,0,,0,,0.27,,0.21,,0.04,,0.41,,0.01,,0,,0,,0,,0,,0,,0,,0,,0,,0.76,,0.05,,2.2,,2.8,,5,,0,,0.1,,0.1,,0.7,,143,,0.5,,3,,535,,180,,150,,27,,120,,1.5,,0,,1.5,,0.15,,0.9,,773,,14,,0.65,,,
8182,"FROSTED MALTED WHEAT CEREAL, EG. FROSTED SHREDDIES",F,100,5R,FALSE,FALSE,RP Yr 1 update based on manu data (Nestle frosted shreddies) RP Yr2 update based on 1prod VK23.6.09. Updated for RP yr2 08/04/10 EF.RPyr3 based on1product 3/6/10VK. 1 product 14.07.11 RS.,1,100,"Manu Data/FA Supp 28/M+W6 97. 13/08/04updated B/C project 2004 BH
RPyr1updateGH.(March 08). RPyr2 update(CHO,water,niacin)VK23.6.09. RPyr3update(Bvits,Fe)3/610VK. Vit D updated 14.07.11 RS",1,FALSE,4.3,,1.4,,5.83,,8.3,,1.6,,84.1,,363,,1546,,0,,7,,,,53.6,,30.6,,28.5,,2.1,,0.5,,0.6,,28.5,,1.1,,0,,0,,0.3,,0.4,,0.07,,0.56,,0.01,,0,,0,,0,,0,,0,,0,,0,,0,,0.6,,0.7,,7.8,,0.8,,8.6,,0,,0.5,,0.7,,1.3,,107,,3.2,,83,,300,,313,,32,,63,,206,,7.5,,0,,7.5,,0.25,,1.3,,474,,3,Yes,1.5,,3,
8183,WEETABIX CRUNCHY BRAN - PREVIOUSLY ALPEN CRUNCHY BRAN,F,100,5R,FALSE,TRUE,RP Yr 1 update based on manufacturer's data. RP Yr2 update based on 1 product/1brand vk23.6.09. Updated for  RP yr2 08/04/10 EF. 1 product 14.07.11 RS.,1,100,"Manu Data/ M+W6 78/ FA Supp 19 11/08/04 update B/C project 2004 BH. Update RP pilot study 15/12/06 RT.Manu data. RP Yr 1 update GH.(March 08). RP Yr2  vk23.6.09 (CHO, fibre, folic, niacin). Energy, CHO and fortificants updated 14.07.11 RS",1,FALSE,3.3,,1.9,,6.31,,11.9,,3.6,,62.6,,315,,1337,,0,,18.6,,20,,47.6,,15,,13.1,,1.9,,0.5,,0.5,,13.1,,0.8,,0,,0,,0.7,,0.45,,0.15,,1.7,,0,,0,,0,,54,,0,,54,,0,,9,,4.3,,0.9,,1.2,,12.2,,1.4,,13.6,,0,,2.4,,1.2,,2.1,,250,,4.3,,8,,360,,757,,344,,178,,639,,11.9,,0,,11.9,,0.82,,3.8,,560,,3,,5.76,Yes,7,
8190,SHREDDED WHEAT FRUITFUL MINIWHEAT AND OWN BRANDS. NOT KELLOGGS RAISIN WHEATS,F,100,5R,FALSE,FALSE,RP Yr 1 update based on manufacturers' data (six products).Reviewed for NDNS Yr 2 update - not updated vk23.6.09,1,100,"Manu Data/ FA Supp 28/ M+W6 96
11/08/04 update breakfast cereals project 2004 BH
NDNS RP Yr 1 update GH. Amended water, macronutrients, energy, sugars, fatty acids, vit D (March 08).",1,FALSE,6.1,,1.4,,5.83,,7.8,,2.1,,76,,335,,1426,,0,,6.9,,8.8,,55.1,,20.9,,14.9,Yes,6.1,Yes,5.4,,6.9,,8.7,,0,,0,,0,,0.67,,0.15,,0.06,,0.74,,0.01,,0,,0,,30,,0,,30,,0,,5,,0,,0.15,,0.04,,5.2,,1.9,,7.1,,0,,0.7,,0.2,,0,,27,,0.6,,3,,21,,388,,34,,61,,195,,2.8,,0,,2.8,,0.39,,1.2,,105,,0,Yes,1.46,,14,
8191,ALL BUTTER BISCUITS,F,100,7A,FALSE,TRUE,Manufacturers' data; 6 products: Bonne Maman and 3 supermarket brands,1,60,Fibre value calculated from manufacturers data x 0.75. Selected micronutrients updated for NDNS RP Yr2 (MS) 25/06/09 - data from N10039/sample1. Updated Biotin and iodine 08/04/10 EF for NDNS RP yr2. Updated Biotin  & PA for NDNS RP Yr3 26/05/10 (HO),1,FALSE,2.6,,1.1,,5.7,,6.2,,24.3,,68.7,,501,,2104,,0,,1.8,,,,46.6,,22,,21.8,,0.3,,1.3,,0,,20.8,,0,,0,,0,,15.36,,6.95,Yes,0.42,Yes,0.7,Yes,0.68,Yes,66,Yes,22,Yes,117,Yes,0,,117,,0,,42,Yes,0.18,Yes,0.17,,0.02,,1.3,,1.1,,2.4,,0,,2.7,,0.1,,0,,9,,0.4,,2,,403,,155,,95,,20,,106,,1.6,,0,,1.6,,0.12,,0.7,,380,,0,,0.64,,3,Yes
8193,CHOCOLATE BISCUITS FULLY COATED WITH BISCUIT & CREAM FILLING,F,100,7A,FALSE,FALSE,"Penguin, Club, Fox classic etc",1,60,19/08/04 Updated with MW6 BH. Updated for NDNS RP Yr1. MS. (March 08) Updated for NDNS RP Yr2 (MS) 26/06/09 using analytical data from n10039/ sample 15. Updated I for NDNS  RP yr2 08/04/10 EF,1,FALSE,1.6,,0.9,,5.7,,5.2,,28.2,,59,,496,,2075,,0,,1.9,,3.1,,21.6,,37.4,,36.6,,0.9,,0,,0,,34.1,,0,,3.3,,0,,15.81,,8.9,,0.07,,1.89,,0.07,,18,,0,,14,,0,,14,,0,,2,,0,,0.11,,0.13,,1.3,,1,,2.3,,0,,1.8,,0.1,,0.1,,9,,0.7,,5,,174,,337,,146,,42,,156,,3,,0,,3,,0.35,,0.8,,160,,14,,0.53,,7,
8194,CHOCOLATE BISCUIT FULLY COATED CONTAINING WAFER & CREAM,F,100,7A,FALSE,TRUE,"Kit Kat (although Kit Kat has own code), Blue Riband, Caramel wafer (own code too), Time Out, Taxi",1,60,06/09/04 Updated with MW6 BH. Updated for NDNS RP Yr1. MS (March 08) Updated for the NDNS RP Yr2 (MS) 26/06/09 with analytical data from n10039/sample 17. Updated I for NDNS  RP yr2 08/04/10 EF,1,FALSE,2.6,,1,,5.7,,5.5,,28.6,,61.1,,509,,2130,,0,,1.4,,2.7,,16.1,,45.1,,38.3,,6.8,,0,,0,,38.2,,0,,6.9,,0,,17.5,,7.25,,0.1,,1.12,,0.55,,16,,24,,17,,0,,17,,0,,27,,0,,0.07,,0.2,,0.8,,1.2,,2,,0,,0.8,,0.1,,0,,11,,0.8,,14,,90,,340,,167,,41,,151,,2.4,,0,,2.4,,0.27,,0.8,,130,,22,,0.35,,4,
8195,CHOCOLATE COATED BISCUITS WITH MARSHMALLOW,F,100,7A,FALSE,FALSE,"Tunnocks chocolate tea cakes, Wagon Wheels etc",1,60,Code updated and name changed for the NDNS RP Yr1. MS. (March 08) Updated for NDNS RP Yr2 (MS) 26/06/09 using analytical data from N10039/sample 16. Updated I for NDNS  RP yr2 08/04/10 EF,1,FALSE,9.8,,0.8,,5.7,,4.5,,19,,59.9,,413,,1737,,0,,1.6,,2.7,,18.5,,41.4,,39.5,,1.9,,6,,0,,28.7,,6.7,,0,,0,,10.64,,6.09,,0.13,,1.16,,0.04,,6,,0,,0,,0,,0,,0,,0,,0,,0.06,,0.13,,0.6,,0.8,,1.5,,0,,0.8,,0.2,,0.2,,9,,0.1,Yes,1,Yes,132,,259,,102,,28,,103,,1.7,,0,,1.7,,0.26,,0.6,,121,Yes,14,,0.36,,3,
8196,CRUNCH BISCUITS,F,100,7A,FALSE,FALSE,Manufacturers data; 2 Fox's crunch biscuits,1,60,Most micronutrients and fatty acids updated for NDNS RP Yr2 with analytical data from N10039/sample 1 (MS) 26/06/09. Updated Biotin and iodine 08/04/10 EF for NDNS RP yr2. Updated Biotin & PA for the NDNS RP Yr3 26/05/10 (HO),1,FALSE,2.9,,1,,5.7,,5.1,,16.4,,73.9,,445,,1875,,0,,1.4,,1.8,,40.6,,33.4,,32.7,,0.7,,2,,0.8,,30.6,,0,,0,,0,,7.87,,5.9,,0.05,,1.64,,0.04,,22,,0,,0,,0,,0,,0,,0,,0,,0.17,,0.02,,1.3,,1.1,,2.4,,0,,2.7,,0.1,,0,,9,,0.4,,2,,403,,155,,95,,20,,106,,1.6,,0,,1.6,,0.12,,0.7,,380,,0,,0.64,,3,
8197,CRUNCH BISCUITS HALF COATED WITH CHOCOLATE,R,100,7A,FALSE,TRUE,,1,60,,1,FALSE,2.8,,0.9,,5.9,,5.5,,20.2,,69.7,,465,,1955,,0,,1.4,,2.2,,31.2,,38.5,,35.4,,3.1,,2.1,,1.7,,29.6,,2.3,,2.7,,0,,10.58,,6.94,,0.06,,1.49,,0.05,,9,,19,,6,,0,,6,,0,,20,,0,,0.11,,0.17,,0.7,,1.5,,2.2,,0,,1.6,,0.1,,0.6,,5,,0.6,Yes,4,,330,,240,,96,,29,,113,,1.7,,0,,1.7,,0.16,,0.7,,311,,15,,0.57,,2,
8198,CRUNCH BISCUIT WITH CREAM FILLING,F,100,7A,FALSE,FALSE,Manufacturers data; 4 different Fox's Crunch Creams,1,60,19/08/04 Updated with MW6 BH. Updated for the NDNS RP Yr1. MS. (March 08). Updated for NDNS RP yR2 (MS) 26/06/09 with analytical data from N10039/sample18 (cream sandwich biscuits). Updated I for NDNS  RP yr2 08/04/10 EF,1,FALSE,2.3,,0.9,,5.7,,5,,23.3,,65.8,,477,,2001,,0,,2.3,,3.1,,36,,29.9,,28.1,,1.7,,1.6,,0,,27.2,,0,,1.1,,0,,13.31,,6.75,,0.05,,2,,0.02,,3,,0,,14,,0,,14,,0,,2,,0,,0.16,,0.05,,1.6,,1,,2.6,,0,,2.3,,0.1,,0,,11,,0.6,,3,,188,,253,,118,,29,,102,,2.2,,0,,2.2,,0.2,,0.6,,190,,8,,0.72,,2,
8201,ICED BISCUITS,F,100,7A,FALSE,FALSE,Includes Party Rings and Iced gems,1,60,Trans figure amened for th NDNS RP Yr1. MS. (March 08) Updated for NDNS RP Yr2 (MS) 26/06/09 using analytical data from N10039/ sample 13. Updated biotin and I for NDNS  RP yr2 08/04/10 EF,1,FALSE,2.8,,0.9,,5.7,,4.8,,10.8,,77.1,,406,,1715,,0,,1.6,,0.6,,32.5,,44.6,,44.4,,0.3,,0,,0,,44.6,,0,,0,,0,,4.98,,3.89,,0.05,,1.35,,0.01,,7,Yes,0,Yes,151,,0,Yes,151,,0,Yes,25,Yes,0,Yes,0.12,,0.02,,1.3,,0.8,,2.1,,0,,1.2,,0,,0,,7,,0.5,,4,,274,,112,,74,,13,,90,,1.2,,0,,1.2,,0.09,,0.4,,230,,0,,0.4,,5,
8204,SEMI-SWEET BISCUITS HALF COATED WITH CHOCOLATE,F,100,7A,FALSE,TRUE,Manufacturers data; 2 products,1,60,Updated for NDNS RP Yr2 (just micronutrients( (MS) 26/06/09 using analytical data from N10039/sample11. Updated I for NDNS  RP yr2 08/04/10 EF.Updated PA & Biotin for the NDNS RP Yr3 27/05/10 (HO),1,FALSE,2.5,,1.2,,5.86,,7.2,,19.2,,73.1,,476,,2002,,0,,1.6,,1.7,Yes,39.5,,33.7,,30.4,,3.2,,0,,0,,28.2,,2.4,,3,,0,,9.8,,6.31,,0.05,,1.21,,0.74,,29,,22,,3,,0,,3,,0,,23,,0,,0.1,,0.08,,0.9,,1.2,,2.1,,0,,1.8,,0.1,,0.2,,8,,0.4,,3,,249,,260,,123,,35,,123,,2.4,,0,,2.4,,0.27,,0.7,,190,,8,,0.56,,4,
8206,"CUSTARD LOW FAT, READY TO SERVE, CANNED",F,100,9C,FALSE,FALSE,Looked at for Yr 4 RP - data still in line SD 21/06/12,1,310,"Nutrient analysis of yogurts, fromage frais and chilled desserts. C&C 98, samp 29",1,FALSE,80.4,,0.4,,6.38,,2.8,,1.3,,14.6,,78,,329,,0,,0,,,,3.9,,10.7,,6.2,,4.5,,0,,0,,6.2,,0,,4.5,,0,,0.86,,0.31,,0.01,,0.02,,0.03,,1,,16,,229,,0,,229,,0,,54,,0,,0.12,,0.19,,0.1,,0.5,,0.6,,0,,0.1,,0,,0.2,,1,,0.4,,1,,41,,129,,91,,9,,83,,0.1,,0,,0.1,,0,,0.3,,137,,26,,0,,1,
8207,CUSTARD FRUIT DESSERTS,R,100,9C,FALSE,FALSE,Looked at for Yr 4 RP - not enough products to update SD 21/06/12,1,200,,1,FALSE,79.1,,0.5,,7.52,,3.2,,2.3,,14.7,,89,,373,,0,,0.3,,,Yes,3.6,,11.1,,6.9,,4.2,,0.3,,0.3,,6.4,,0,,4.1,,0,,1.44,Yes,0.53,Yes,0.02,Yes,0.07,Yes,0.08,,8,,20,,27,,0,Yes,27,,0,Yes,24,,0.02,,0.03,,0.19,,0.1,,0.6,,0.8,,2.1,,0.1,,0.1,,0.6,,10,,0.4,,2,Yes,54,,189,,112,,12,,85,,0.1,,0,,0.1,,0.01,,0.4,,115,,19,,0.08,Yes,1,
8208,FRUIT CUP JELLY WITH FRUIT,F,100,40R,FALSE,FALSE,,1,200,,1,FALSE,86.7,,0,,6.25,,0.3,,0,,20.5,,78,,333,,0,,0.5,,1,,0,,20.5,,14.7,,5.8,,6,,4.4,,8.7,,1.4,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4,,0,,4,,0,,1,,0,,0.01,,0.01,,0.3,,0,,0.3,,15,,0.1,,0.1,,0,,10,,0.2,,1,,5,,83,,11,,5,,13,,0.4,,0,,0.4,,0.04,,0.1,,12,,5,,0.1,,0,
8209,MILK PUDDING RICE SAGO SEMOLINA CANNED LOW CAL,R,100,9C,FALSE,FALSE,,1,310,,1,FALSE,82.1,,0.6,,6.25,,3.5,,0.8,,13.4,,71,,304,,0,,0.1,,0.1,,7.2,,6.1,,1.8,,4.3,,0,,0,,1.8,,0,,4.3,,0,,0.5,,0.2,,0.05,,0.05,,0,,3,,16,,10,,2,,8,,0,,18,,0,,0.01,,0.13,,0.2,,0.7,,0.9,,0,,0.1,,0,,0,,0,,0.3,,2,,43,,130,,88,,12,,86,,0.1,,0,,0.1,,0.13,,0.5,,93,,28,,0.1,,5,Yes
8210,PLJ LEMON JUICE CONCENTRATE WITH VITAMIN C,F,100,57A,TRUE,TRUE,Based on100%lemon juice adjusted for added VitC+to meet macronutrients as stated by manufacturer.Reviewed forNDNSYr2 update - insufficient products to update(SKD)10/06/09 NDNS Yr3 1product VK 22.6.10,1,50,"NDNS Comp Study 08/11/07. Missing data; Se, niacin, trypt/60. NDNS yr3 update (macros,energy,vitC,fibre,NaCl) VK22.6.10",1,FALSE,67.4,,0.1,,6.25,Yes,0.5,,0.3,,7.4,,32,,137,,0,,0.1,,0.2,,0,,7.4,,7.4,,0,,2.3,,4.1,Yes,1,Yes,0,,0,,0,,0.1,,0.02,,0.05,,0.1,,0,,0,,0,,240,,0,,240,,0,,40,,0,,0.6,,0.2,,2,,0,,2,,180,,4,,2,,0,,260,,2,,0,,50,,2600,,140,,140,,160,,2,,0,,2,,0.6,,0,,20,,100,,0,,0,
8211,FROZEN SUMMER MIXED FRUITS,R,100,40R,FALSE,FALSE,Based on proportions and fruit ingredients of Sainsbury and Tesco frozen summer fruits. Frozen fruit codes used where possible. Vit losses/gains negligible for freezing.,1,200,"NDNS Comp Study 08/11/07. Missing data; Se, niacin, trypt/60",1,FALSE,84.5,,0.2,,6.25,,1,,0.1,,5.8,,27,,115,,0,,2.6,,5.9,,0,,5.8,,0,,5.8,,2.6,,3.1,,0.2,,0,,0,,0,,0,,0.03,,0.03,,0.05,,0,,0,,0,,38,,1,,37,,0,,6,,0,,0.03,,0.05,,0.4,,0.1,,0.6,,56.5,,0.8,,0.1,,0,,21,Yes,0.3,,1,,4,,212,,34,,18,,33,,1,,0,,1,,0.09,,0.2,,19,,5,Yes,0.53,,1,Yes
8212,MILK DRINK PASTEURISED/STERILISED CHOCOLATE FLAVOUR,F,100,13R,FALSE,FALSE,,1,300,"nut anal of other milks and creams, LGC, 98, samp 19",1,FALSE,82.8,,0.6,,6.38,,3.6,,0.9,,9.4,,58,,245,,0,,0,,,,0.4,,9,,4.9,,4.1,,0,,1.3,,2.1,,0.8,,4.1,,0.7,,0.59,,0.16,,0,,0.02,,0.07,,7,,20,,8,,0,,8,,0,,21,,0.01,,0.03,,0.17,,0.1,,0.8,,0.9,,0,,0,,0,,0.1,,2,,0.3,,2,,45,,206,,115,,19,,107,,0.6,,0,,0.6,,0.06,,0.5,,110,,15,,0.1,,1,
8213,COFFEE WHITENER POWDER LOW FAT DRY WEIGHT,F,100,13R,FALSE,TRUE,,1,15,"Nutrient analysis of other milks and creams, LGC, 98, samp 12. Macros updates for NDNS yr3 03/12/10 EF 
",1,FALSE,8,,0.3,,6.25,,2,,9.9,,80.1,,397,,1682,,0,,0,,,,0,,80.1,,80.1,,0,,2.3,,0,,4.4,,8.4,,0,,65,,8.5,,0.26,,0,,0.04,,0.22,,2,,0,,355,,0,,355,,0,,59,,0,,0,,1,,0,,0.6,,0.6,,0,,0.5,,0.1,,0,,1,,0,,0,,200,,654,,34,,0,,371,,0.1,,0,,0.1,,0,,0.1,,222,,0,,0,,3,
8214,MILKSHAKE UHT PURCHASED MADE WITH WHOLEMILK,F,100,13R,FALSE,FALSE,,1,300,,1,FALSE,79,,0.6,,6.38,,4,,3.8,,14,,103,,433,,0,,0,,0,,0,,14,,8.1,,5.9,,2,,0,,6.1,,0,,5.9,,0,,2.46,,0.89,,0.03,,0.06,,0.17,,10,,17,,21,,0,,21,,0,,21,,0,,0.03,,0.18,,0.1,,0.7,,0.8,,1,,0.1,,0,,0.3,,1,,0.3,,2,,59,,189,,144,,15,,103,,0.4,,0,,0.4,,0,,0.5,,115,,37,,0,,2,Yes
8215,MILKSHAKE PURCHASED MADE WITH SEMI-SKIMMED MILK,F,100,13R,FALSE,FALSE,Update based on 3 products 3 brands 17.06.11 RS,1,300,"CHO profile, fibres and energy updated 17.06.11 RS",1,FALSE,81,Yes,0.6,,6.38,,4,,1.5,,10.9,,70,,298,,0,,0.5,,0.6,,0,,10.9,,6.3,,4.6,,1.6,,0,,4.8,,0,,4.6,,0,,0.94,,0.4,,0,,0,,0.07,,5,Yes,21,,9,,0,,9,,0,,23,,0,,0.04,,0.18,,0.1,,0.7,,0.8,,1,,0,,0.1,,0.4,,4,,0.3,,2,,60,,189,,144,,15,,103,,0.4,,0,,0.4,,0,,0.5,,115,,37,,0,,2,Yes
8217,CADBURY'S CHOCOLATE MILK DRINK-LOW FAT,F,100,13R,FALSE,FALSE,,1,300,,1,FALSE,80.7,,0.6,,6.38,,3.8,,3.4,,11.5,,89,,374,,0,,0,,0,,0,,11.5,,6.4,,5.1,,0,,0,,6.4,,0,,5.1,,0,,2.12,,0.94,Yes,0.01,Yes,0.1,Yes,0.06,,7,,6,,8,,0,,8,,0,,7,,0.01,,0.04,,0.17,,0.1,,0.8,,0.9,,0,,0.1,,0,,0.1,,0,,0.3,,2,,56,,185,,126,,18,,97,,0.4,,0,,0.4,,0,,0.5,,100,,11,,0,,3,Yes
8218,CHEDDAR TYPE SMOKED HARD CHEESE,F,100,14R,FALSE,FALSE,,1,100,,1,FALSE,36,,4,,6.38,,25.5,,34.4,,0.1,,412,,1708,,0,,0,,0,,0,,0.1,,0,,0.1,,0,,0,,0,,0,,0.1,,0,,21.7,,7.99,,0.36,,0.83,,1.63,,100,,325,,225,,0,Yes,225,Yes,0,Yes,363,,0.26,,0.03,,0.4,,0.1,,6.8,,6.9,,0,,0.5,,0.1,,1.1,,33,,0.4,,3,,670,,77,,720,,25,,490,,0.3,,0,,0.3,,0.03,,2.3,,1030,,39,,0,,6,Yes
8219,CHEESE MADE WITH SUNFLOWER OIL,F,100,14R,FALSE,TRUE,Reviewed for NDNS Yr 2 update – not updated (SKD) 15/06/09,1,100,,1,FALSE,36,,3.8,,6.38,,24.5,,33,,0,,395,,1638,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,6.5,,2.75,,5.59,,12.93,,3.76,,80,Yes,260,Yes,180,Yes,0,,180,,0,,290,Yes,0.21,Yes,0.02,Yes,0.32,Yes,0.1,,6.8,,6.9,Yes,0,,10.3,Yes,0.1,Yes,0.9,Yes,26,Yes,0.3,Yes,2,Yes,700,,77,,720,,25,,490,,0.3,,0,,0.3,,0.03,,2.3,,1030,,39,,0,,6,Yes
