Food Code,Name,Food Category,Base Value,Sub Group Code,Validation Error,Validation Overridden,Description,Dilution,Max Weight,Comment,Edible Portion,Deleted Food Flag,Water,Estimate,Total nitrogen,Estimate,Nitrogen conversion factor,Estimate,Protein,Estimate,Fat,Estimate,Carbohydrate,Estimate,Energy (kcal),Estimate,Energy (kJ),Estimate,Alcohol,Estimate,Englyst fibre,Estimate,Southgate fibre,Estimate,Starch,Estimate,Total sugars,Estimate,Non-milk extrinsic sugars,Estimate,Intrinsic and milk sugars,Estimate,Glucose,Estimate,Fructose,Estimate,Sucrose,Estimate,Maltose,Estimate,Lactose,Estimate,Other sugars,Estimate,Satd FA,Estimate,Cis-Mon FA,Estimate,Cis-n3 FA,Estimate,Cis-n6 FA,Estimate,Trans FA,Estimate,Cholesterol,Estimate,Retinol,Estimate,Total carotene,Estimate,Alpha-carotene,Estimate,Beta-carotene,Estimate,Beta cryptoxanthin,Estimate,Vitamin A,Estimate,Vitamin D,Estimate,Thiamin,Estimate,Riboflavin,Estimate,Niacin,Estimate,Tryptophan/60,Estimate,Niacin equivalent,Estimate,Vitamin C,Estimate,Vitamin E,Estimate,Vitamin B6,Estimate,Vitamin B12,Estimate,Folate,Estimate,Pantothenic acid,Estimate,Biotin,Estimate,Sodium,Estimate,Potassium,Estimate,Calcium,Estimate,Magnesium,Estimate,Phosphorus,Estimate,Iron,Estimate,Haem iron,Estimate,Non-haem iron,Estimate,Copper,Estimate,Zinc,Estimate,Chloride,Estimate,Iodine,Estimate,Manganese,Estimate,Selenium,Estimate
8225,LUXURY CHOC  ICES MAGNUM STYLE,F,100,53R,FALSE,TRUE,"Updated with 4 different products, 3 different brands (Magnum + 2 own brands) NDNS RP Yr 2 update 9/06/09 RW. Updated macronutrients for RP3 - Based on trans survey (63) SD 24/6/10. See HO 12/04/12",1,140,"Name change fom lxury choc ices eg walls dream bounty magnum 'NDNS RP Yr 2 upd fat, CHO, h20 N 90609 RW. Upd for RP3 SD 24610 trns survey 63  Energy  Protn CHO profile, fat/fa
Micrs , CHO profile, energy upd RPY4 Trn anl svy smp 63 HO.12.04.12",1,FALSE,40.4,,0.6,,6.38,,3.9,,21.1,,34.9,,336,,1405,,0,,0,,0,,0,,34.8,,28.6,,6.2,,1.4,,1.5,,23.9,,0,,6.3,,1.9,,14.21,,5,,0.06,,0.56,,0.11,,19,,470,,189,,30,,174,,0,,502,,0,,0.1,,0.17,,0.1,,0.7,,0.8,,1,,0.7,,0.1,,0.3,,7,,0.5,,2,,64,,250,,121,,27,,119,,1.2,,0,,1.2,,0.15,,0.5,,140,,23,,0.1,,3,
8226,LUXURY CHOC ICES CONTAINING CARAMEL OR NUTS EG MARS SNICKERS,F,100,53R,FALSE,TRUE,Reviewed for NDNS Yr 2 update - not updated due to density calc (SKD) 11/06/09,1,140,,1,FALSE,33.1,,0.9,,6.38,,5.9,,22.5,,43.9,,391,,1635,,0,,0.6,Yes,0.7,Yes,0.5,,43.4,,39.3,,4.1,,4.1,,0.2,,35,,0,,4.1,,0,,12.4,,7.2,,0.37,,0.87,,0.66,,7,,78,,47,,0,,47,,0,,86,,0.15,,0.05,,0.29,,1.2,,0.8,,2,,0,,1.1,,0,,0.4,,12,,0.5,,7,,91,,250,,140,,31,,145,,0.7,,0,,0.7,,0.04,,0.7,,175,,16,,0.16,,2,
8230,OLD CODE DO NOT USE; REDUCED FAT SPREAD (60%) WITH OLIVE OIL NOT LOW IN TRANS,F,100,21B,FALSE,FALSE,,1,30,"Code revised for ndb update 5/4/01 MF.  M&W6 363 FA supp 182.  Data entry 5/4/01 MF.
NDNS RP Yr 1 update GH. Cannot delete code as used in deleted recipes. Amended name instead (March 08).",1,FALSE,38.2,,0,,6.25,,0.1,,62.7,,1.1,,569,,2339,,0,,0,,,,0,,1.1,,0,,1.1,,0,,0,,0,,0,,1.1,,0,,11.27,,31.17,,1.98,,9.65,,5.99,,0,,303,Yes,387,,0,,387,Yes,0,,368,Yes,4.9,Yes,0,,0,,0,,0,,0,,0,,6.9,Yes,0,,0,,0,,0,,0,,600,,110,,39,,4,,82,,0,,0,,0,,0,,0.2,,910,,27,,0,,0,
8231,OAT CREAM (NON-DAIRY ALTERNATIVE),F,100,13B,FALSE,TRUE,"Based on Oat Supreme made by First Foods. Recipe adjusted to meet manufacturers data; 5000(66), 871(24), 24(5), 2205(5)",1,100,"NDNS Comp Study 08/11/07. Missing data; Se, niacin,trypt/60",1,FALSE,66.5,,0.1,,6.23,,0.3,,24,,8,,247,,1021,,0,,0,,0.3,,1.1,,6.9,,6.2,Yes,0.7,Yes,0,,0,,6.3,Yes,0,,0,,0.6,Yes,2.86,,12.92,,1.56,,5.73,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0.04,,0,,0.1,,0.1,,0.2,,0,,5.4,,0,,0,,1,,0,,1,,2,,19,,120,,6,,20,,0.2,,0,,0.2,,0.03,,0.1,,4,,3,,0.19,,0,
8232,BACON COLLAR SMOKED BOILED L&F,R,100,22B,FALSE,FALSE,,1,170,,1,FALSE,61.2,,3.7,,6.25,,23.3,,12.3,,0,,204,,851,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4.12,,5.34,,0.25,,1.67,,0.03,,83,,0,,0,,0,,0,,0,,0,,0.75,,0.58,,0.16,,5.4,,3.9,,9.3,,0,,0.1,,0.4,,0.4,,1,,1.4,,2,,1175,,245,,9,,18,,165,,0.8,,0.3,,0.5,,0.1,,2.1,,2635,,9,,0.01,,12,
8233,BACON GAMMON JOINT SMOKED BOILED L&F,R,100,22B,FALSE,FALSE,,1,170,,1,FALSE,61.2,,3.7,,6.25,,23.3,,12.3,,0,,204,,851,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4.12,,5.34,,0.25,,1.67,,0.03,,83,,0,,0,,0,,0,,0,,0,,0.75,,0.58,,0.16,,5.4,,3.9,,9.3,,0,,0.1,,0.4,,0.4,,1,,1.4,,2,,1175,,245,,9,,18,,165,,0.8,,0.3,,0.5,,0.1,,2.1,,2635,,9,,0.01,,12,
8234,BACON JOINT SMOKED BOILED LEAN ONLY,R,100,22B,FALSE,FALSE,,1,170,,1,FALSE,71.2,,4.4,,6.25,,27.7,,3.6,,0,,143,,604,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1.15,,1.5,,0.07,,0.47,,0.01,,32,,0,,0,,0,,0,,0,,0,,0.75,,0.58,,0.16,,5.4,,3.9,,9.3,,0,,0,,0.4,,0.4,,1,,1.4,,2,,1175,,245,,9,,18,,165,,0.8,,0.3,,0.5,,0.1,,2.1,,2635,,9,,0.01,,12,
8235,HAM SMOKED DELI OR BUTCHERS,R,100,22B,FALSE,FALSE,,1,100,,1,FALSE,71.4,,3.2,,6.25,,19.8,,4.2,,0.6,,119,,500,,0,,0,,0,,0,,0.6,,0.6,,0,,0.4,,0,,0.2,,0,,0,,0,,1.38,,1.72,,0.08,,0.55,,0.04,,58,,0,,0,,0,,0,,0,,0,,0.6,,0.8,,0.17,,6.5,,3.1,,9.6,,0,,0,,0.6,,0.7,,2,,1,,3,,1050,,328,,7,,23,,290,,0.8,,0.3,,0.4,,0.09,,2,,1345,,3,,0.01,,12,
8236,HAM SMOKED VACUUM PACKED,R,100,22B,FALSE,FALSE,,1,100,,1,FALSE,71.4,,3.2,,6.25,,19.8,,4.2,,0.6,,119,,500,,0,,0,,0,,0,,0.6,,0.6,,0,,0.4,,0,,0.2,,0,,0,,0,,1.38,,1.72,,0.08,,0.55,,0.04,,58,,0,,0,,0,,0,,0,,0,,0.6,,0.8,,0.17,,6.5,,3.1,,9.6,,0,,0,,0.6,,0.7,,2,,1,,3,,1050,,328,,7,,23,,290,,0.8,,0.3,,0.4,,0.09,,2,,1345,,3,,0.01,,12,
8237,RASHERS BACK SMOKED FRIED L&F,R,100,22B,FALSE,FALSE,,1,100,,1,FALSE,44.3,,3.8,,6.25,,23.6,,27.5,,0,,343,,1421,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9.41,,11.39,,0.49,,4.13,,0.12,,90,,0,,0,,0,,0,,0,,0,,0.6,,0.7,,0.14,,7,,4.5,,11.5,,0,,0.1,,0.5,,0.9,,1,,1.2,,5,,1490,,347,,9,,21,,190,,0.7,,0.3,,0.4,,0.07,,2.2,,1840,,7,,0.01,,18,
8238,RASHERS BACK SMOKED GRILLED L&F,R,100,22B,FALSE,FALSE,,1,100,,1,FALSE,50,,3.8,,6.25,,23.7,,21.8,,0,,291,,1210,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8.21,,9.05,,0.31,,2.49,,0.09,,74,,0,,0,,0,,0,,0,,0,,0.57,,1.01,,0.15,,7.2,,3.8,,11.1,,0,,0.1,,0.5,,0.5,,0,,1.2,,4,,1520,,350,,7,,21,,180,,0.6,,0.2,,0.4,,0.05,,1.8,,2320,,7,,0.01,,12,
8239,RASHERS GAMMON SMOKED GRILLED L&F,R,100,22B,FALSE,FALSE,,1,100,,1,FALSE,58.2,,4.4,,6.25,,27.5,,9.9,,0,,199,,834,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,3.43,,4,,0.2,,1.47,,0.06,,83,,0,,0,,0,,0,,0,,0,,0.75,,1.16,,0.18,,6.1,,5.4,,11.5,,0,,0.1,,0.2,,1.4,,2,,1.4,,5,,1925,,380,,8,,26,,230,,0.8,,0.3,,0.5,,0.09,,2.2,,2675,,8,,0.02,,14,
8240,RASHERS SMOKED GAMMON GRILLED LEAN ONLY,R,100,22B,FALSE,FALSE,,1,100,,1,FALSE,63.7,,4.7,,6.25,,29.3,,4.2,,0,,155,,653,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1.42,,1.66,,0.08,,0.61,,0.02,,35,,0,,0,,0,,0,,0,,0,,0.75,,1.16,,0.18,,6.1,,5.4,,11.5,,0,,0,,0.2,,1.4,,2,,1.4,,5,,1925,,380,,8,,26,,230,,0.8,,0.3,,0.5,,0.09,,2.2,,2675,,8,,0.02,,14,
8241,RASHERS MIDDLE SMOKED FRIED LEAN AND FAT,R,100,22B,FALSE,FALSE,,1,100,,1,FALSE,43.6,,3.7,,6.25,,23.4,,28.5,,0,,350,,1452,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9.73,,11.79,,0.51,,4.28,,0.12,,84,,0,,0,,0,,0,,0,,0,,0.6,,0.64,,0.14,,7.3,,4.3,,11.6,,0,,0.1,,0.5,,1,,1,,1.2,,5,,1840,,345,,10,,20,,205,,0.7,,0.3,,0.4,,0.07,,2.3,,2275,,7,,0.01,,12,
8242,RASHERS MIDDLE SMOKED GRILLED L&F,R,100,22B,FALSE,FALSE,,1,100,,1,FALSE,47.8,,4,,6.25,,24.8,,23.1,,0,,307,,1276,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8.37,,9.83,,0.38,,2.65,,0.15,,83,,0,,0,,0,,0,,0,,0,,0.6,,0.77,,0.17,,7.5,,5.1,,12.6,,0,,0.1,,1.6,,0.6,,1,,1.3,,6,,1960,,345,,8,,21,,220,,0.7,,0.3,,0.4,,0.07,,2.2,,2050,,8,,0.01,,11,
8243,RASHERS STREAKY SMOKED FRIED LEAN AND FAT,R,100,22B,FALSE,FALSE,,1,100,,1,FALSE,45.1,,3.8,,6.25,,23.8,,26.6,,0,,335,,1389,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9.08,,10.99,,0.47,,3.99,,0.12,,96,,0,,0,,0,,0,,0,,0,,0.6,,0.75,,0.14,,7.1,,4.4,,11.5,,0,,0.1,,0.5,,0.8,,8,,1.2,,5,,1875,,350,,7,,21,,195,,0.7,,0.3,,0.4,,0.07,,2.1,,2316,,7,,0.01,,10,
8244,RASHERS SMOKED STREAKY GRILLED LEAN AND FAT,R,100,22B,FALSE,FALSE,,1,100,,1,FALSE,44,,3.8,,6.25,,23.8,,26.9,,0,,337,,1400,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9.78,,11.34,,0.39,,3.29,,0.1,,90,,0,,0,,0,,0,,0,,0,,0.7,,0.71,,0.17,,6.3,,4.3,,10.6,,0,,0.1,,0.4,,0.8,,8,,1.2,,4,,1675,,330,,9,,20,,180,,0.8,,0.3,,0.5,,0.15,,2.5,,2625,,6,,0.01,,11,
8245,BACON RASHERS OTHER CUT SMOKED GRILLED LEAN & FAT,R,100,22B,FALSE,FALSE,,1,100,,1,FALSE,47.8,,4,,6.25,,24.8,,23.1,,0,,307,,1276,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8.37,,9.83,,0.38,,2.65,,0.15,,83,,0,,0,,0,,0,,0,,0,,0.6,,0.77,,0.17,,8.5,,4.1,,12.6,,0,,0.1,,1.6,,0.6,,1,,1.3,,6,,1960,,345,,8,,21,,220,,0.7,,0.3,,0.4,,0.07,,2.2,,2050,,8,,0.01,,12,
8246,RASHERS BACON SMOKED FRIED LEAN AND FAT,R,100,22B,FALSE,FALSE,,1,100,,1,FALSE,44.3,,3.8,,6.25,,23.6,,27.5,,0,,343,,1421,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,9.41,,11.39,,0.49,,4.13,,0.12,,90,,0,,0,,0,,0,,0,,0,,0.6,,0.7,,0.14,,7,,4.5,,11.5,,0,,0.1,,0.5,,0.9,,1,,1.2,,5,,1490,,347,,9,,21,,190,,0.7,,0.3,,0.4,,0.07,,2.2,,1840,,7,,0.01,,18,
8247,BACON RASHERS CUT UNSPEC SMOKED GRILLED LEAN & FAT,R,100,22B,FALSE,FALSE,,1,100,,1,FALSE,48.7,,3.8,,6.25,,23.7,,22.9,,0,,301,,1249,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,8.47,,9.58,,0.34,,2.65,,0.11,,80,,0,,0,,0,,0,,0,,0,,0.59,,0.77,,0.16,,7.3,,4,,11.3,,0,,0.1,,0.8,,0.6,,3,,1.2,,4,,1490,,340,,8,,21,,190,,0.7,,0.3,,0.4,,0.07,,2,,1830,,7,,0.01,,12,
8248,LAMB ROAST ROLL COOKED,F,100,24A,FALSE,FALSE,Reviewed for NDNS Yr 2 update - insufficient no. of products to update with (SKD) 09/06/09,1,250,,1,FALSE,58.7,,3.9,,6.25,,24.3,,13.3,,0,,217,,905,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,6.59,,4.22,,0.2,,0.62,,1,,98,,0,,0,,0,,0,,0,,0,,0.3,Yes,0.15,,0.27,,4.5,,6,,10.5,,0,,0.2,,0.2,,4,,4,,1.1,,2,,610,,350,,7,,24,,270,,1.9,,0.8,,1.1,,0.12,,4.5,,830,,5,,0.02,,4,Yes
8249,PORK ROAST ROLL COOKED BERNARD MATTHEWS,F,100,25A,FALSE,FALSE,,1,250,,1,FALSE,59.3,,4.2,,6.25,,26.1,,12.9,,0,,221,,921,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,4.86,,5.58,,0.11,,1.67,,0.07,,101,,0,,0,,0,,0,,0,,0,,0.29,,0.63,,0.25,,4.8,,6.7,,11.5,,0,,0.1,,0.3,,1.7,,4,,1.6,,4,,570,,360,,10,,25,,280,,1.5,,0.6,,0.9,,0.15,,3.7,,780,,3,,0.02,,15,Yes
8250,CHICKEN BREAST COATED EGG & CRUMBS PURCHASED FRIED IN BLENDED VEG OIL,R,100,26A,FALSE,FALSE,Changed to recipe code linked to code 8250 for Yr 3 RP data from trans survey (20)  SKD 24/6/10,1,170,Changed to recipe code for Yr 3 RP SKD 24/6/10. BVO added for yr3 09/08/10 EF,1,FALSE,50.5,,2.8,,6.25,,17.3,,13.5,,15.5,,248,,1039,,0,,1.1,,0.8,,14.3,,1.1,,0,,1.1,,0.3,,0,,0.3,,0.5,,0,,0,,1.99,,7.29,,0.77,,2.69,,0.02,,47,,0,,0,,0,,0,,0,,0,,0,,0.1,,0.11,,7,,4.1,,11.2,,0,,2.9,,0.4,,2.7,,21,,1.2,,1,,456,,294,,29,,25,,199,,0.7,,0.3,,0.4,,0.07,,0.6,,568,,3,,0.2,,7,
8253,CHICKEN BREAST COATED PURCHASED FRIED IN P/S OIL NO BONES,R,100,26A,FALSE,FALSE,Update automatically as code 9287 updated for Yr 3 RP SKD 24/6/10,1,170,Update automatically as code 9287 updated for Yr 3 RP SKD 24/6/10,1,FALSE,50.5,,2.8,,6.25,,17.3,,13.5,,15.5,,248,,1039,,0,,1.1,,,,14.3,,1.1,,0,,1.1,,0.3,,0,,0.3,,0.5,,0,,0,,2.04,,6.68,,0.69,,3.36,,0.02,,47,,0,,0,,0,,0,,0,,0,,0,,0.1,,0.11,,7,,4.1,,11.2,,0,,3,,0.4,,2.7,,21,,1.2,,1,,456,,294,,29,,25,,199,,0.7,,0.3,,0.4,,0.07,,0.6,,568,,3,,0.2,,7,
8254,CHICKEN FINGERS COATED FRIED IN BLENDED VEG OIL,R,100,26A,FALSE,TRUE,,1,170,,1,FALSE,45.6,,2,,6.25,,12.3,,20.4,,20.8,,311,,1296,,0,,1,,1.3,,18.9,,1.9,,0.6,,1.3,,0.4,,0,,0.7,,0.8,,0,,0,,3.31,,8.28,,0.9,,3.63,,0.02,,4,,0,,0,,0,,0,,0,,0,,0,,0.07,,0.17,,6.9,,3,,10,,0,,3.3,,0.4,,0.2,,26,,0.6,,3,,351,,271,,30,,23,,165,,1.1,,0.4,,0.6,,0.08,,0.8,,498,,3,,0.2,,7,
8257,CHICKEN FINGERS COATED FRIED IN P/S OIL,R,100,26A,FALSE,TRUE,,1,170,,1,FALSE,45.6,,2,,6.25,,12.3,,20.4,,20.8,,311,,1296,,0,,1,,,,18.9,,1.9,,0.6,,1.3,,0.4,,0,,0.7,,0.8,,0,,0,,3.37,,7.57,,0.81,,4.41,,0.02,,4,,0,,0,,0,,0,,0,,0,,0,,0.07,,0.17,,6.9,,3,,10,,0,,3.4,,0.4,,0.2,,26,,0.6,,3,,351,,271,,30,,23,,165,,1.1,,0.4,,0.6,,0.08,,0.8,,498,,3,,0.2,,7,
8258,CHICKEN FINGERS COATED GRILLED,R,100,26A,FALSE,TRUE,,1,170,,1,FALSE,46.7,,2,,6.25,,12.6,,18.4,,21.3,,296,,1236,,0,,1,,1.3,,19.4,,1.9,,0.6,,1.3,,0.4,,0,,0.7,,0.8,,0,,0,,3.1,,7.16,,0.76,,3.14,,0.02,,4,,0,,0,,0,,0,,0,,0,,0,,0.07,,0.17,,7.1,,3.1,,10.2,,0,,2.8,,0.4,,0.2,,27,,0.6,,3,,360,,278,,31,,24,,169,,1.1,,0.4,,0.6,,0.08,,0.8,,510,,3,,0.2,,7,
8259,CHICKEN KIEV MINI GRILLED,F,100,26A,FALSE,TRUE,"Originally a recipe: 39.57% 1148, 5.35% 2611, 1.07% 1743, 21.39% 677, 0.53% 2517, 5.35% 871, 16.04% 140, 10.70% 5000",1,170,"Changed to F code, updated energy, macros and NaCl RW 10.06.10",1,FALSE,52.4,,2.5,,6.19,,15.3,,11.4,,16.2,,225,,941,,0,,0.8,,1.1,Yes,15.1,,1.1,,0,,1.1,,0.1,,0.1,,0.1,,0.3,,0.6,,0,,2.2,,5.6,,0.57,,2.2,,0.32,,68,,66,,142,,0,,142,,0,,90,,0.18,,0.13,,0.15,,5.5,,4.3,,9.7,,0.8,,1.4,,0.2,,0.8,,16,,0.6,Yes,3,Yes,400,,262,,160,,24,,302,,1,,0.1,,0.9,,0.07,,1.4,,400,,14,,0.15,,8,
8260,CHICKEN PANCAKE FRIED,F,100,27A,FALSE,TRUE,,1,400,,1,FALSE,49.9,,1,,6.25,,6.2,,14.2,,28.7,,260,,1090,,0,,0.1,,0.1,,25.2,,3.5,,0,,3.5,,1,,0,,0,,0.5,,2,,0,,1.62,,6.57,,0.92,,4.37,,0.1,,14,,0,,0,,0,,0,,0,,0,,0.05,,0.15,,0.12,,1.3,,1,,2.3,,0,,2.7,,0.1,,0,,8,,0.6,,2,,680,,170,,85,,16,,100,,0.9,,0.1,,0.8,,0.05,,0.5,,1080,,8,,0.22,,9,Yes
8261,"TURKEY ROAST ROLL, TURKEY BREAST ROAST",R,100,27A,FALSE,FALSE,Reviewed for NDNS Yr 2 update - no change (SKD) 11/06/09,1,250,Changed name from turkey roast roll/breast roast for NDNS Yr 2 update (SKD) 11/06/09,1,FALSE,67.7,,4,,6.25,,25.1,,2.2,,3.8,,135,,571,,0,,0,,0,,0,,3.8,,3.8,,0,,0,,0,,3.8,,0,,0,,0,,0.72,,0.78,,0.07,,0.45,,0.03,,68,,0,,0,,0,,0,,0,,0,,0.13,,0.04,,0.13,,9.1,,5,,14.1,,0,,0,,0.4,,0.8,,14,,0.8,,2,,747,,293,,10,,25,,199,,0.5,,0.2,,0.3,,0.06,,1.4,Yes,1123,,7,,0.03,,12,Yes
8262,TURKEY SLICES SMOKED PREPACKED OR DELI INCL WAFER THIN,F,100,27A,FALSE,FALSE,Reviewed for NDNS Yr2 update - insufficient no. of products to update with GS 18/6/9,1,250,,1,FALSE,72.6,,3.7,,6.25,,23,,1.9,,1.2,,114,,481,,0,,0,,0,,0.4,,0.8,,0.8,,0,,0.3,,0.1,,0,,0,,0,,0.4,,0.64,,0.68,,0.06,,0.37,,0.01,,62,,0,,0,,0,,0,,0,,0,,0.2,,0.05,,0.18,,9.6,,4.2,,13.8,,0,,0.2,,0.4,,0,,8,,1.1,,2,,750,,330,,6,,25,,310,,0.4,,0.2,,0.2,,0.13,,1.1,,1030,,5,,0.01,,11,
8263,BEEFBURGERS LOW-FAT FRIED,F,100,29R,FALSE,TRUE,NB fried in BVO,1,290,Code updated for NDNS rolling prog pilot study 18/12/06 RT,1,FALSE,58,,3.8,,6.25,,23.6,,10.8,,0.4,,193,,807,,0,,0,,0,,0,,0.4,,0,,0.4,,0.1,,0.1,,0.2,,0,,0,,0,,5.06,,4.48,,0.07,,0.36,,0.32,,70,,0,,0,,0,,0,,0,,0,,0.8,Yes,0.04,,0.22,,5.1,,2.9,,8,,0,,0.2,,0.3,,4,,8,,0.9,,3,,420,,440,,80,,30,,230,,3.6,,1.1,,2.5,,0.16,,5.9,,650,,3,,0.13,,10,
8264,BEEFBURGER 100% GRILLED,F,100,29R,FALSE,TRUE,"Update based on 3 products, 2 brands  17.06.11 RS",1,290,"Fat and CHO profiles, energy, fibres and NaCl updated 17.06.11 RS",1,FALSE,47.9,,4.2,,6.25,,26.5,,18.9,,0.8,,280,,1164,,0,,0.5,,0.5,,0,,0.8,,0,,0.8,,0.8,,0,,0,,0,,0,,0,,8.83,,8.06,,0.09,,0.41,,0.66,,75,,0,,0,,0,,0,,0,,0,,1.8,,0.01,,0.2,,5.1,,4,,9.1,,0,,0.4,,0.3,,3,,10,,0.8,,2,,510,,380,,10,,22,,210,,2.5,,1,,1.5,,0.13,,6.1,,660,,12,,0.02,,9,
8265,BEEFBURGER AND ONION GRILLED,R,100,29R,FALSE,TRUE,,1,290,,1,FALSE,50.8,,2.5,,6.25,,15.8,,19.3,,9.7,,273,,1138,,0,,0.8,,2,,8.9,,0.8,,0,,0.8,,0.3,,0.1,,0.3,,0,,0,,0.1,,7.29,,8.12,,0.22,,1.53,,0.69,,84,,5,,0,,0,,0,,0,,5,,0.54,Yes,0.07,,0.07,,3.8,,4,,7.8,,0,,0.4,,0.2,,2,,24,,0.8,,2,,600,,270,,110,,25,,200,,2.5,,0.7,,1.8,,0.15,,1.2,,900,,15,,0.25,,9,
8266,BEEFBURGER ECONOMY GRILLED,F,100,29R,FALSE,TRUE,,1,290,Code updated for NDNS rolling prog pilot study 18/12/06 RT,1,FALSE,50.8,,2.5,,6.25,,15.8,,19.3,,9.7,,273,,1138,,0,,0.8,,2,,8.9,,0.8,,0,,0.8,,0.3,,0.1,,0.3,,0,,0,,0.1,,7.29,,8.12,,0.22,,1.53,,0.69,,84,,5,,0,,0,,0,,0,,5,,0.54,Yes,0.07,,0.07,,3.8,,4,,7.8,,0,,0.4,,0.2,,2,,24,,0.8,,2,,600,,270,,110,,25,,200,,2.5,,0.7,,1.8,,0.15,,1.2,,900,,15,,0.25,,9,
8267,PEPPERAMI,F,100,32A,FALSE,FALSE,,1,100,,1,FALSE,19.9,,3.6,,6.25,,22.3,,51.1,,0.6,,551,,2279,,0,,0,,0,,0,,0.6,,0.6,,0,,0.6,,0,,0,,0,,0,,0,,19.92,,23.28,,0.39,,4.82,,0.29,,104,,0,,0,,0,,0,,0,,0,,0.5,Yes,0.27,,0.16,,5.5,,2.2,,7.7,,0,,2,,0.3,,1.9,,4,,1.2,,6,,1790,,330,,11,,19,,180,,2.2,,0.8,,1.4,,0.11,,3.9,,2660,,15,,0.18,,7,
8268,PORK SAUSAGE SMOKED FRIED,R,100,30B,FALSE,FALSE,,1,180,,1,FALSE,57.5,,2,,6.25,,12.2,,16.9,,11.6,,245,,1019,,0,,1.8,,1.8,,8.7,,2.9,,0,,2.9,,1,,0,,0.1,,1.8,,0,,0,,6.41,,7.11,,0.21,,2.19,,0.13,,53,,0,,0,,0,,0,,0,,0,,0.96,,0.01,,0.13,,3.1,,2,,5.1,,5,,0.7,,0.1,,1,,3,,0.9,,5,,600,,180,,110,,15,,220,,0.9,,0.4,,0.5,,0.12,,1,,920,,8,,0.19,,6,
8269,PORK SAUSAGE SMOKED GRILLED,R,100,30B,FALSE,FALSE,,1,180,,1,FALSE,56.9,,2.3,,6.25,,14.1,,17.8,,11.2,,259,,1078,,0,,1.9,,1.9,,9.2,,2,,0,,2,,0.7,,0,,0,,1.4,,0,,0,,6.82,,7.43,,0.2,,2.37,,0.16,,53,,0,,0,,0,,0,,0,,0,,0.97,,0,,0.13,,3.1,,2,,5.1,,5,,0.8,,0.1,,1,,4,,0.9,,5,,600,,190,,110,,15,,220,,1.2,,0.5,,0.7,,0.11,,1.5,,920,,8,,0.2,,6,
8270,MACKEREL SMOKED CANNED IN OIL FISH ONLY,R,100,35A,FALSE,FALSE,,1,200,,1,FALSE,50.9,,3.4,,6.25,,21.1,,24.1,,0,,301,,1250,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,5.04,,9.33,,5.57,,0.58,,0.02,,63,,36,,0,,0,,0,,0,,36,,8.2,,0.15,,0.37,,6.9,,4.6,,11.5,,0,,0.5,,0.3,,10.2,,4,,0.6,,4,,746,,319,,33,,38,,237,,1.1,,0.5,,0.7,,0.07,,0.9,,1010,,28,,0.02,,59,
8271,SALMON SMOKED CANNED FISH ONLY,R,100,35A,FALSE,FALSE,,1,200,,1,FALSE,64.5,,3.7,,6.25,,22.8,,10.1,,0.5,,184,,769,,0,,0,,0,,0,,0.5,,0,,0.5,,0,,0,,0,,0.5,,0,,0,,2.15,,3.1,,2.18,,0.66,,0.01,,45,,28,,0,,0,,0,,0,,28,,8.9,,0.43,,0.12,,8.3,,5.4,,13.7,,0,,2,,0.7,,3.2,,15,,1.2,,5,,1184,,442,,8,,31,,266,,0.2,,0.1,,0.1,,0.02,,0.4,,1480,,9,,0.01,,19,
8272,TROUT SMOKED BAKED ETC NO BONES,R,100,35B,FALSE,FALSE,,1,200,,1,FALSE,73.3,,3.4,,6.25,,21.5,,5.4,,0,,135,,565,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1.12,,1.98,,1.25,,0.46,,0,,70,,29,,0,,0,,0,,0,,29,,11,,0.2,,0.12,,4.2,,4,,8.2,,0,,1,,0.3,,5,,10,,1.6,,3,,55,,410,,21,,26,,250,,0.4,,0.2,,0.2,,0.05,,0.5,,65,,15,,0.01,,21,
